ticket_id,user_id,created_at,category
T2069,2069,2024-03-01,product
T2081,2081,2024-01-15,billing
T2091,2091,2024-03-25,billing
T2094,2094,2024-01-21,billing
T2098,2098,2024-02-16,technical
T2109,2109,2024-02-01,billing
T2116,2116,2024-02-18,billing
T2142,2142,2024-02-02,technical
T2147,2147,2024-01-16,product
T2152,2152,2024-02-17,billing
T2154,2154,2024-01-23,technical
T2160,2160,2024-03-19,billing
T2166,2166,2024-01-16,billing
T2167,2167,2024-01-25,technical
T2178,2178,2024-01-11,product
T2193,2193,2024-02-29,technical
T2205,2205,2024-02-18,billing
T2226,2226,2024-01-04,product
T2232,2232,2024-02-28,technical
T2248,2248,2024-03-24,technical
T2259,2259,2024-03-09,product
T2269,2269,2024-02-27,billing
T2288,2288,2024-03-29,technical
T2294,2294,2024-03-19,technical
T2297,2297,2024-03-12,technical
T2304,2304,2024-01-30,billing
T2314,2314,2024-02-07,technical
T2322,2322,2024-01-02,product
T2325,2325,2024-01-15,product
T2328,2328,2024-02-04,technical
T2357,2357,2024-01-26,technical
T2371,2371,2024-02-25,product
T2377,2377,2024-01-04,product
T2379,2379,2024-01-16,technical
T2387,2387,2024-02-08,product
T2395,2395,2024-02-15,billing
T2397,2397,2024-03-19,billing
T2405,2405,2024-01-19,billing
T2407,2407,2024-01-31,billing
T2425,2425,2024-01-14,product
T2446,2446,2024-03-24,billing
T2473,2473,2024-03-13,technical
T2476,2476,2024-03-28,technical
T2485,2485,2024-03-27,billing
T2487,2487,2024-03-07,technical
T2499,2499,2024-02-12,billing
T2506,2506,2024-02-25,billing
T2521,2521,2024-03-09,billing
T2532,2532,2024-01-10,technical
T2549,2549,2024-02-10,technical
T2565,2565,2024-02-05,billing
T2568,2568,2024-01-12,billing
T2574,2574,2024-01-11,billing
T2579,2579,2024-01-19,billing
T2599,2599,2024-01-13,product
T2604,2604,2024-01-13,billing
T2606,2606,2024-02-11,technical
T2612,2612,2024-01-20,billing
T2614,2614,2024-02-05,product
T2633,2633,2024-01-08,technical
T2636,2636,2024-01-15,product
T2646,2646,2024-02-14,billing
T2653,2653,2024-02-24,technical
T2668,2668,2024-03-20,billing
T2673,2673,2024-02-27,technical
T2686,2686,2024-01-25,technical
T2697,2697,2024-03-02,technical
T2713,2713,2024-01-18,product
T2715,2715,2024-03-05,billing
T2730,2730,2024-02-20,product
T2744,2744,2024-02-04,product
T2746,2746,2024-03-02,billing
T2760,2760,2024-01-06,billing
T2763,2763,2024-03-03,billing
T2784,2784,2024-03-02,technical
T2791,2791,2024-03-23,product
T2811,2811,2024-03-07,product
T2814,2814,2024-01-18,product
T2848,2848,2024-02-16,product
T2863,2863,2024-02-24,product
T2866,2866,2024-01-10,technical
T2887,2887,2024-03-23,billing
T2888,2888,2024-01-06,technical
T2892,2892,2024-02-09,technical
T2913,2913,2024-01-22,technical
T2947,2947,2024-02-20,billing
T2960,2960,2024-02-02,billing
T2963,2963,2024-02-25,product
T2967,2967,2024-03-03,technical
T2981,2981,2024-01-19,product
T2991,2991,2024-03-03,billing
T3002,3002,2024-03-17,billing
T3013,3013,2024-02-07,billing
T3015,3015,2024-02-27,billing
T3033,3033,2024-01-24,technical
T3039,3039,2024-03-13,product
T3043,3043,2024-02-14,billing
T3047,3047,2024-02-02,product
T3059,3059,2024-01-02,billing
T3060,3060,2024-03-08,product
T3063,3063,2024-02-02,product
T3067,3067,2024-01-14,billing
T3070,3070,2024-01-10,billing
T3075,3075,2024-01-09,product
T3079,3079,2024-01-26,technical
T3086,3086,2024-03-10,billing
T3113,3113,2024-01-14,billing
T3115,3115,2024-03-07,technical
T3135,3135,2024-03-13,technical
T3142,3142,2024-02-12,billing
T3157,3157,2024-02-23,billing
T3178,3178,2024-01-24,billing
T3190,3190,2024-01-08,billing
T3191,3191,2024-03-08,product
T3192,3192,2024-03-17,product
T3214,3214,2024-02-09,product
T3243,3243,2024-02-15,billing
T3254,3254,2024-01-07,product
T3278,3278,2024-02-04,billing
T3280,3280,2024-01-14,billing
T3296,3296,2024-02-09,product
T3304,3304,2024-01-28,billing
T3305,3305,2024-01-02,product
T3308,3308,2024-01-10,product
T3313,3313,2024-01-10,product
T3338,3338,2024-01-19,product
T3357,3357,2024-01-17,product
T3362,3362,2024-01-11,technical
T3369,3369,2024-01-24,technical
T3405,3405,2024-01-13,technical
T3411,3411,2024-03-19,technical
T3412,3412,2024-02-08,technical
T3414,3414,2024-03-23,product
T3435,3435,2024-01-20,billing
T3440,3440,2024-03-29,billing
T3445,3445,2024-01-24,product
T3454,3454,2024-02-01,billing
T3465,3465,2024-01-14,billing
T3469,3469,2024-02-18,technical
T3483,3483,2024-03-05,technical
T3487,3487,2024-01-22,technical
T3495,3495,2024-01-08,billing
T3510,3510,2024-01-25,technical
T3519,3519,2024-01-16,product
T3524,3524,2024-02-04,billing
T3534,3534,2024-01-18,billing
T3535,3535,2024-03-12,technical
T3539,3539,2024-02-02,product
T3554,3554,2024-01-10,technical
T3560,3560,2024-02-10,technical
T3577,3577,2024-01-23,billing
T3585,3585,2024-02-23,billing
T3593,3593,2024-01-25,technical
T3596,3596,2024-03-18,billing
T3605,3605,2024-03-18,billing
T3630,3630,2024-01-24,billing
T3637,3637,2024-02-27,technical
T3646,3646,2024-01-05,billing
T3651,3651,2024-01-15,technical
T3653,3653,2024-03-08,billing
T3656,3656,2024-03-07,product
T3658,3658,2024-01-19,billing
T3663,3663,2024-01-04,technical
T3669,3669,2024-02-25,billing
T3683,3683,2024-02-06,technical
T3686,3686,2024-02-28,technical
T3698,3698,2024-01-10,billing
T3706,3706,2024-01-09,technical
T3717,3717,2024-03-12,billing
T3721,3721,2024-03-04,product
T3722,3722,2024-02-13,technical
T3725,3725,2024-02-03,technical
T3734,3734,2024-01-28,technical
T3739,3739,2024-01-22,technical
T3751,3751,2024-02-27,product
T3757,3757,2024-01-23,product
T3758,3758,2024-02-04,billing
T3761,3761,2024-03-07,technical
T3768,3768,2024-01-02,technical
T3773,3773,2024-02-19,product
T3774,3774,2024-01-26,billing
T3803,3803,2024-01-15,product
T3811,3811,2024-02-08,product
T3812,3812,2024-03-21,billing
T3823,3823,2024-03-01,technical
T3830,3830,2024-01-20,technical
T3834,3834,2024-02-06,product
T3837,3837,2024-01-10,product
T3842,3842,2024-02-15,product
T3851,3851,2024-01-06,billing
T3859,3859,2024-02-11,billing
T3862,3862,2024-01-23,product
T3886,3886,2024-03-06,technical
T3889,3889,2024-01-05,technical
T3891,3891,2024-03-27,billing
T3897,3897,2024-02-07,billing
T3901,3901,2024-02-14,technical
T3917,3917,2024-01-23,billing
T3936,3936,2024-03-11,technical
T3949,3949,2024-03-12,product
T3952,3952,2024-03-18,billing
T3960,3960,2024-01-22,product
T3966,3966,2024-01-17,billing
T3973,3973,2024-03-08,billing
T3999,3999,2024-03-10,product
T4007,4007,2024-01-31,product
T4013,4013,2024-03-21,billing
T4019,4019,2024-03-17,product
T4020,4020,2024-01-19,technical
T4023,4023,2024-01-15,technical
T4036,4036,2024-02-18,product
T4038,4038,2024-03-10,technical
T4041,4041,2024-02-18,technical
T4049,4049,2024-01-23,technical
T4057,4057,2024-01-28,billing
T4069,4069,2024-02-20,technical
T4072,4072,2024-03-09,technical
T4077,4077,2024-03-14,product
T4088,4088,2024-01-04,technical
T4094,4094,2024-03-06,billing
T4115,4115,2024-02-15,billing
T4122,4122,2024-03-24,product
T4123,4123,2024-01-06,billing
T4129,4129,2024-03-04,billing
T4156,4156,2024-02-04,technical
T4164,4164,2024-01-05,technical
T4165,4165,2024-02-23,billing
T4167,4167,2024-01-03,product
T4179,4179,2024-01-25,product
T4183,4183,2024-02-24,technical
T4197,4197,2024-02-21,billing
T4198,4198,2024-01-17,technical
T4208,4208,2024-02-18,product
T4210,4210,2024-02-27,billing
T4222,4222,2024-01-07,technical
T4229,4229,2024-01-30,technical
T4244,4244,2024-01-19,product
T4284,4284,2024-03-23,technical
T4293,4293,2024-02-15,product
T4294,4294,2024-02-13,product
T4305,4305,2024-03-10,billing
T4308,4308,2024-02-27,billing
T4317,4317,2024-01-30,technical
T4322,4322,2024-03-21,product
T4335,4335,2024-03-28,product
T4341,4341,2024-03-21,billing
T4343,4343,2024-03-11,billing
T4362,4362,2024-02-20,product
T4368,4368,2024-01-21,billing
T4369,4369,2024-01-26,technical
T4370,4370,2024-01-26,product
T4376,4376,2024-01-12,billing
T4389,4389,2024-01-07,technical
T4390,4390,2024-03-15,product
T4401,4401,2024-02-29,technical
T4405,4405,2024-01-03,technical
T4412,4412,2024-03-08,product
T4417,4417,2024-02-03,technical
T4418,4418,2024-02-14,billing
T4436,4436,2024-01-03,billing
T4437,4437,2024-01-31,billing
T4449,4449,2024-03-08,technical
T4454,4454,2024-02-14,billing
T4481,4481,2024-03-09,technical
T4492,4492,2024-02-21,billing
T4501,4501,2024-03-30,product
T4523,4523,2024-03-07,technical
T4526,4526,2024-01-02,technical
T4529,4529,2024-03-15,billing
T4533,4533,2024-03-24,product
T4546,4546,2024-01-23,billing
T4547,4547,2024-02-22,billing
T4564,4564,2024-02-29,product
T4567,4567,2024-02-19,product
T4576,4576,2024-01-04,billing
T4596,4596,2024-03-15,product
T4600,4600,2024-03-29,billing
T4620,4620,2024-03-22,technical
T4630,4630,2024-01-28,billing
T4634,4634,2024-01-31,technical
T4656,4656,2024-01-18,billing
T4666,4666,2024-02-04,product
T4683,4683,2024-02-01,technical
T4684,4684,2024-01-03,product
T4689,4689,2024-03-03,technical
T4691,4691,2024-01-03,technical
T4695,4695,2024-03-27,billing
T4697,4697,2024-01-17,billing
T4699,4699,2024-03-21,billing
T4702,4702,2024-01-14,billing
T4704,4704,2024-01-18,product
T4710,4710,2024-03-19,billing
T4712,4712,2024-02-18,billing
T4730,4730,2024-01-20,technical
T4735,4735,2024-02-16,product
T4768,4768,2024-02-11,product
T4777,4777,2024-02-19,technical
T4778,4778,2024-01-31,technical
T4779,4779,2024-03-14,billing
T4789,4789,2024-03-04,product
T4790,4790,2024-03-11,billing
T4796,4796,2024-01-28,technical
T4797,4797,2024-02-20,billing
T4800,4800,2024-02-17,product
T4801,4801,2024-01-09,billing
T4810,4810,2024-02-28,product
T4817,4817,2024-01-04,billing
T4822,4822,2024-03-18,billing
T4849,4849,2024-02-27,product
T4854,4854,2024-03-12,product
T4881,4881,2024-03-12,product
T4891,4891,2024-02-03,billing
T4897,4897,2024-02-26,billing
T4942,4942,2024-02-11,billing
T4950,4950,2024-01-06,technical
T4961,4961,2024-01-16,billing
T4968,4968,2024-02-17,product
T4973,4973,2024-03-07,product
T4979,4979,2024-01-31,product
T4998,4998,2024-03-18,billing
T5000,5000,2024-02-25,product
T5005,5005,2024-02-15,product
T5010,5010,2024-03-17,technical
T5017,5017,2024-03-29,technical
T5035,5035,2024-03-28,product
T5037,5037,2024-02-25,technical
T5039,5039,2024-02-05,technical
T5043,5043,2024-01-27,product
T5044,5044,2024-02-09,billing
T5053,5053,2024-01-17,billing
T5054,5054,2024-01-28,product
T5066,5066,2024-03-27,billing
T5068,5068,2024-01-15,technical
T5110,5110,2024-03-05,product
T5160,5160,2024-01-28,billing
T5169,5169,2024-03-30,billing
T5199,5199,2024-02-26,technical
T5205,5205,2024-02-06,product
T5209,5209,2024-01-04,product
T5210,5210,2024-02-05,technical
T5211,5211,2024-01-08,product
T5222,5222,2024-01-24,product
T5232,5232,2024-03-06,technical
T5233,5233,2024-01-22,technical
T5277,5277,2024-03-26,billing
T5285,5285,2024-02-20,product
T5293,5293,2024-01-12,technical
T5295,5295,2024-01-12,billing
T5331,5331,2024-02-19,product
T5338,5338,2024-03-29,billing
T5397,5397,2024-03-27,technical
T5443,5443,2024-02-20,product
T5446,5446,2024-03-11,billing
T5448,5448,2024-02-06,technical
T5458,5458,2024-01-12,technical
T5459,5459,2024-02-07,technical
T5461,5461,2024-01-26,technical
T5466,5466,2024-03-12,technical
T5492,5492,2024-02-23,technical
T5498,5498,2024-02-02,technical
T5518,5518,2024-01-23,billing
T5522,5522,2024-03-13,product
T5526,5526,2024-03-08,product
T5528,5528,2024-03-06,billing
T5530,5530,2024-01-09,technical
T5550,5550,2024-01-07,product
T5572,5572,2024-01-09,technical
T5577,5577,2024-03-10,product
T5585,5585,2024-01-11,technical
T5597,5597,2024-01-28,billing
T5603,5603,2024-02-23,technical
T5615,5615,2024-01-28,product
T5626,5626,2024-02-05,technical
T5627,5627,2024-02-15,product
T5629,5629,2024-02-11,technical
T5630,5630,2024-03-24,product
T5679,5679,2024-03-13,product
T5683,5683,2024-02-20,product
T5694,5694,2024-02-13,technical
T5699,5699,2024-01-02,product
T5701,5701,2024-01-08,technical
T5713,5713,2024-01-21,billing
T5716,5716,2024-01-18,billing
T5728,5728,2024-03-15,product
T5733,5733,2024-03-19,technical
T5749,5749,2024-03-13,product
T5751,5751,2024-03-22,technical
T5786,5786,2024-03-26,technical
T5799,5799,2024-01-12,billing
T5805,5805,2024-03-25,technical
T5816,5816,2024-02-02,technical
T5830,5830,2024-03-27,product
T5846,5846,2024-03-01,product
T5854,5854,2024-02-17,technical
T5859,5859,2024-02-22,billing
T5893,5893,2024-01-10,product
T5919,5919,2024-01-02,product
T5920,5920,2024-02-16,billing
T5930,5930,2024-01-11,product
T5949,5949,2024-03-06,technical
T5958,5958,2024-02-16,technical
T5964,5964,2024-03-10,technical
T5980,5980,2024-02-08,product
T5982,5982,2024-03-26,product
T5986,5986,2024-03-17,product
T5992,5992,2024-03-03,product
T5998,5998,2024-01-12,technical
T6012,6012,2024-03-15,billing
T6017,6017,2024-01-02,technical
T6022,6022,2024-03-15,product
T6032,6032,2024-02-08,technical
T6033,6033,2024-03-20,billing
T6062,6062,2024-01-10,technical
T6067,6067,2024-02-29,billing
T6068,6068,2024-01-23,product
T6081,6081,2024-02-28,technical
T6103,6103,2024-01-04,technical
T6129,6129,2024-03-20,technical
T6137,6137,2024-02-04,technical
T6145,6145,2024-02-22,product
T6147,6147,2024-02-07,billing
T6158,6158,2024-02-22,billing
T6161,6161,2024-01-13,technical
T6163,6163,2024-01-29,product
T6166,6166,2024-03-14,billing
T6172,6172,2024-01-21,billing
T6195,6195,2024-01-19,billing
T6207,6207,2024-03-29,billing
T6212,6212,2024-01-08,billing
T6214,6214,2024-02-20,billing
T6216,6216,2024-01-21,product
T6230,6230,2024-02-24,technical
T6233,6233,2024-03-20,billing
T6254,6254,2024-03-23,product
T6262,6262,2024-01-06,product
T6269,6269,2024-01-12,technical
T6270,6270,2024-01-22,technical
T6289,6289,2024-03-06,billing
T6296,6296,2024-02-18,technical
T6310,6310,2024-02-24,technical
T6320,6320,2024-03-30,product
T6332,6332,2024-03-26,product
T6351,6351,2024-02-24,product
T6363,6363,2024-03-07,billing
T6364,6364,2024-02-10,billing
T6374,6374,2024-01-09,technical
T6386,6386,2024-02-11,technical
T6397,6397,2024-01-17,billing
T6416,6416,2024-02-24,billing
T6417,6417,2024-03-19,product
T6425,6425,2024-03-28,billing
T6426,6426,2024-02-12,billing
T6434,6434,2024-03-02,technical
T6438,6438,2024-01-27,technical
T6441,6441,2024-03-21,product
T6457,6457,2024-03-13,billing
T6462,6462,2024-02-02,technical
T6483,6483,2024-03-07,billing
T6486,6486,2024-01-17,billing
T6492,6492,2024-03-29,product
T6495,6495,2024-03-17,billing
T6497,6497,2024-01-19,product
T6510,6510,2024-01-20,technical
T6524,6524,2024-01-07,technical
T6548,6548,2024-02-05,technical
T6556,6556,2024-01-20,technical
T6560,6560,2024-01-29,product
T6571,6571,2024-03-09,product
T6592,6592,2024-01-11,technical
T6593,6593,2024-02-17,technical
T6596,6596,2024-02-04,technical
T6632,6632,2024-02-25,product
T6637,6637,2024-02-03,technical
T6644,6644,2024-01-29,product
T6651,6651,2024-01-09,billing
T6654,6654,2024-01-17,technical
T6656,6656,2024-03-14,product
T6661,6661,2024-01-30,product
T6688,6688,2024-01-10,product
T6690,6690,2024-03-05,billing
T6698,6698,2024-03-17,technical
T6699,6699,2024-01-15,product
T6720,6720,2024-03-23,technical
T6748,6748,2024-02-02,product
T6767,6767,2024-01-17,technical
T6782,6782,2024-02-24,billing
T6786,6786,2024-02-24,product
T6810,6810,2024-03-21,product
T6811,6811,2024-01-25,billing
T6812,6812,2024-01-22,technical
T6822,6822,2024-03-13,product
T6835,6835,2024-02-08,billing
T6849,6849,2024-02-15,product
T6858,6858,2024-01-24,product
T6859,6859,2024-01-21,product
T6860,6860,2024-02-13,technical
T6864,6864,2024-01-30,billing
T6893,6893,2024-03-21,billing
T6909,6909,2024-02-08,billing
T6910,6910,2024-03-27,billing
T6913,6913,2024-02-14,product
T6915,6915,2024-01-29,technical
T6920,6920,2024-02-16,billing
T6934,6934,2024-02-03,technical
T6942,6942,2024-03-05,billing
T6952,6952,2024-02-01,billing
T6966,6966,2024-02-10,product
T6968,6968,2024-03-15,product
T6971,6971,2024-03-16,product
T6972,6972,2024-01-07,technical
T6986,6986,2024-02-29,product
T6993,6993,2024-01-21,product
T7024,7024,2024-01-22,billing
T7041,7041,2024-02-25,billing
T7053,7053,2024-01-25,product
T7059,7059,2024-02-13,product
T7062,7062,2024-02-07,technical
T7073,7073,2024-02-15,technical
T7088,7088,2024-03-22,billing
T7092,7092,2024-01-22,technical
T7095,7095,2024-01-28,product
T7121,7121,2024-01-31,product
T7126,7126,2024-02-05,billing
T7129,7129,2024-01-04,product
T7140,7140,2024-02-05,product
T7151,7151,2024-03-20,product
T7169,7169,2024-01-10,product
T7170,7170,2024-02-25,technical
T7172,7172,2024-02-07,technical
T7188,7188,2024-03-16,technical
T7214,7214,2024-02-16,technical
T7216,7216,2024-01-31,technical
T7219,7219,2024-02-08,billing
T7222,7222,2024-03-24,product
T7227,7227,2024-01-18,billing
T7230,7230,2024-03-15,product
T7242,7242,2024-01-31,product
T7247,7247,2024-02-17,product
T7249,7249,2024-02-25,billing
T7250,7250,2024-02-16,product
T7253,7253,2024-02-09,product
T7260,7260,2024-02-01,technical
T7261,7261,2024-03-01,technical
T7281,7281,2024-03-10,product
T7294,7294,2024-01-10,technical
T7302,7302,2024-01-02,billing
T7306,7306,2024-01-02,product
T7308,7308,2024-01-06,billing
T7336,7336,2024-01-05,technical
T7348,7348,2024-03-27,technical
T7352,7352,2024-02-18,billing
T7366,7366,2024-01-25,product
T7373,7373,2024-02-08,technical
T7384,7384,2024-01-16,technical
T7396,7396,2024-02-28,technical
T7406,7406,2024-03-04,billing
T7418,7418,2024-03-04,billing
T7420,7420,2024-02-22,technical
T7424,7424,2024-02-17,product
T7432,7432,2024-01-14,billing
T7452,7452,2024-02-17,product
T7464,7464,2024-01-14,billing
T7477,7477,2024-02-12,billing
T7499,7499,2024-03-12,product
T7505,7505,2024-01-02,product
T7518,7518,2024-01-22,product
T7540,7540,2024-02-10,billing
T7551,7551,2024-02-13,product
T7579,7579,2024-01-27,product
T7580,7580,2024-03-22,product
T7594,7594,2024-02-13,product
T7604,7604,2024-03-02,product
T7606,7606,2024-02-21,product
T7609,7609,2024-03-13,product
T7618,7618,2024-01-23,billing
T7619,7619,2024-01-15,product
T7622,7622,2024-02-04,billing
T7643,7643,2024-01-08,technical
T7650,7650,2024-03-07,technical
T7652,7652,2024-01-15,billing
T7659,7659,2024-01-26,product
T7666,7666,2024-02-11,billing
T7673,7673,2024-01-12,technical
T7676,7676,2024-02-06,billing
T7694,7694,2024-02-20,technical
T7712,7712,2024-03-07,billing
T7714,7714,2024-01-24,billing
T7717,7717,2024-03-03,billing
T7734,7734,2024-01-09,billing
T7735,7735,2024-03-17,billing
T7754,7754,2024-03-21,technical
T7765,7765,2024-03-15,billing
T7792,7792,2024-01-09,billing
T7805,7805,2024-03-18,billing
T7807,7807,2024-02-06,product
T7831,7831,2024-01-29,technical
T7848,7848,2024-02-06,billing
T7858,7858,2024-03-14,technical
T7863,7863,2024-03-25,billing
T7865,7865,2024-02-11,product
T7869,7869,2024-03-28,technical
T7873,7873,2024-02-23,product
T7879,7879,2024-03-29,product
T7886,7886,2024-03-14,billing
T7900,7900,2024-02-13,technical
T7901,7901,2024-03-28,technical
T7916,7916,2024-02-08,technical
T7926,7926,2024-02-12,technical
T7934,7934,2024-01-09,billing
T7935,7935,2024-02-14,billing
T7940,7940,2024-02-10,product
T7943,7943,2024-02-29,billing
T7960,7960,2024-02-10,technical
T7975,7975,2024-03-17,billing
T7976,7976,2024-01-07,product
T8000,8000,2024-01-08,technical
T8001,8001,2024-03-07,technical
T8008,8008,2024-01-15,product
T8009,8009,2024-03-28,product
T8011,8011,2024-03-02,technical
T8037,8037,2024-01-30,billing
T8043,8043,2024-02-21,billing
T8049,8049,2024-01-04,technical
T8057,8057,2024-01-19,technical
T8075,8075,2024-02-12,technical
T8083,8083,2024-03-07,billing
T8097,8097,2024-01-16,billing
T8125,8125,2024-03-24,technical
T8144,8144,2024-01-30,product
T8146,8146,2024-02-05,technical
T8162,8162,2024-03-08,technical
T8165,8165,2024-02-09,billing
T8179,8179,2024-03-05,technical
T8186,8186,2024-01-09,billing
T8196,8196,2024-03-29,product
T8200,8200,2024-02-23,technical
T8212,8212,2024-02-13,product
T8224,8224,2024-01-13,technical
T8228,8228,2024-01-15,product
T8240,8240,2024-03-28,billing
T8250,8250,2024-03-24,technical
T8256,8256,2024-03-04,technical
T8263,8263,2024-01-15,product
T8270,8270,2024-02-25,billing
T8289,8289,2024-02-04,product
T8303,8303,2024-01-22,product
T8309,8309,2024-02-19,billing
T8312,8312,2024-01-13,product
T8315,8315,2024-03-04,product
T8334,8334,2024-03-13,technical
T8348,8348,2024-01-04,product
T8364,8364,2024-03-28,technical
