experiment_id,user_id,variant,assigned_at,segment,country,channel,did_convert,orders_count,total_revenue,avg_order_value,refund_count,ticket_count
pricing_discount_v1,83,treatment,2024-01-07,SMB,AU,Social,0,0,0.0,,0,0
pricing_discount_v1,84,treatment,2024-01-07,SMB,US,Direct,0,0,0.0,,0,0
pricing_discount_v1,85,treatment,2024-01-06,SMB,AU,Referral,0,0,0.0,,0,0
pricing_discount_v1,86,control,2024-01-06,Mid-Market,US,Social,1,1,49.0,49.0,0,0
pricing_discount_v1,87,treatment,2024-01-02,Mid-Market,IN,Referral,0,0,0.0,,0,0
pricing_discount_v1,88,control,2024-01-03,Mid-Market,DE,Social,0,0,0.0,,0,0
pricing_discount_v1,89,treatment,2024-01-01,Enterprise,AU,Paid Search,0,0,0.0,,0,0
pricing_discount_v1,90,control,2024-01-05,SMB,IN,Direct,0,0,0.0,,0,0
pricing_discount_v1,91,treatment,2024-01-04,SMB,IN,Social,0,0,0.0,,0,0
pricing_discount_v1,92,treatment,2024-01-04,Enterprise,DE,Referral,0,0,0.0,,0,0
pricing_discount_v1,93,treatment,2024-01-03,SMB,IN,Organic,0,0,0.0,,0,0
pricing_discount_v1,94,control,2024-01-04,SMB,IN,Direct,0,0,0.0,,0,0
pricing_discount_v1,95,treatment,2024-01-05,SMB,US,Referral,0,0,0.0,,0,0
pricing_discount_v1,96,control,2024-01-02,SMB,DE,Organic,0,0,0.0,,0,0
pricing_discount_v1,97,treatment,2024-01-06,SMB,US,Social,0,0,0.0,,0,0
pricing_discount_v1,98,treatment,2024-01-03,Enterprise,IN,Direct,0,0,0.0,,0,1
pricing_discount_v1,99,treatment,2024-01-04,SMB,US,Organic,0,0,0.0,,0,0
pricing_discount_v1,100,control,2024-01-04,SMB,AU,Referral,1,1,49.0,49.0,0,0
pricing_discount_v1,101,treatment,2024-01-03,Enterprise,UK,Organic,0,0,0.0,,0,0
pricing_discount_v1,102,control,2024-01-05,SMB,US,Social,0,0,0.0,,0,0
pricing_discount_v1,103,treatment,2024-01-05,Mid-Market,AU,Social,0,0,0.0,,0,0
pricing_discount_v1,104,treatment,2024-01-06,SMB,US,Social,1,1,44.1,44.1,0,0
pricing_discount_v1,105,treatment,2024-01-02,Mid-Market,UK,Social,0,0,0.0,,0,0
pricing_discount_v1,106,treatment,2024-01-04,Enterprise,IN,Social,0,0,0.0,,0,0
pricing_discount_v1,107,control,2024-01-05,SMB,US,Paid Search,0,0,0.0,,0,0
pricing_discount_v1,108,treatment,2024-01-02,SMB,UK,Organic,0,0,0.0,,0,0
pricing_discount_v1,109,treatment,2024-01-02,Enterprise,IN,Referral,0,0,0.0,,0,0
pricing_discount_v1,110,control,2024-01-02,Mid-Market,AU,Direct,0,0,0.0,,0,0
pricing_discount_v1,111,treatment,2024-01-02,SMB,US,Organic,0,0,0.0,,0,0
pricing_discount_v1,112,control,2024-01-02,SMB,US,Paid Search,0,0,0.0,,0,0
pricing_discount_v1,113,control,2024-01-04,SMB,UK,Organic,0,0,0.0,,0,0
pricing_discount_v1,114,treatment,2024-01-07,Mid-Market,UK,Direct,0,0,0.0,,0,0
pricing_discount_v1,115,treatment,2024-01-01,SMB,UK,Direct,0,0,0.0,,0,0
pricing_discount_v1,116,treatment,2024-01-03,Mid-Market,US,Organic,0,0,0.0,,0,1
pricing_discount_v1,117,treatment,2024-01-04,SMB,DE,Referral,1,1,89.1,89.1,0,1
pricing_discount_v1,118,treatment,2024-01-01,SMB,IN,Referral,0,0,0.0,,0,0
pricing_discount_v1,119,control,2024-01-05,Mid-Market,US,Direct,1,1,49.0,49.0,0,0
pricing_discount_v1,120,control,2024-01-01,SMB,US,Direct,1,1,49.0,49.0,0,0
pricing_discount_v1,121,control,2024-01-06,SMB,DE,Organic,1,1,99.0,99.0,0,0
pricing_discount_v1,122,control,2024-01-02,Mid-Market,US,Social,0,0,0.0,,0,0
pricing_discount_v1,123,treatment,2024-01-02,SMB,DE,Direct,0,0,0.0,,0,0
pricing_discount_v1,124,control,2024-01-02,Mid-Market,US,Organic,0,0,0.0,,0,1
pricing_discount_v1,125,control,2024-01-02,Mid-Market,US,Paid Search,0,0,0.0,,0,0
pricing_discount_v1,126,control,2024-01-02,SMB,UK,Paid Search,0,0,0.0,,0,1
pricing_discount_v1,127,treatment,2024-01-07,SMB,US,Referral,1,1,269.1,269.1,0,0
pricing_discount_v1,128,treatment,2024-01-04,SMB,IN,Referral,0,0,0.0,,0,0
pricing_discount_v1,129,treatment,2024-01-04,Mid-Market,AU,Direct,1,1,269.1,269.1,0,0
pricing_discount_v1,130,treatment,2024-01-05,Mid-Market,UK,Organic,0,0,0.0,,0,0
pricing_discount_v1,131,control,2024-01-01,Mid-Market,DE,Paid Search,0,0,0.0,,0,0
pricing_discount_v1,132,control,2024-01-05,Mid-Market,US,Organic,0,0,0.0,,0,0
pricing_discount_v1,133,control,2024-01-01,SMB,IN,Paid Search,0,0,0.0,,0,0
pricing_discount_v1,134,control,2024-01-04,SMB,DE,Direct,0,0,0.0,,0,0
pricing_discount_v1,135,control,2024-01-05,Mid-Market,US,Organic,0,0,0.0,,0,0
pricing_discount_v1,136,control,2024-01-01,Mid-Market,US,Referral,0,0,0.0,,0,0
pricing_discount_v1,137,control,2024-01-01,SMB,US,Organic,0,0,0.0,,0,0
pricing_discount_v1,138,treatment,2024-01-02,Enterprise,US,Referral,0,0,0.0,,0,0
pricing_discount_v1,139,control,2024-01-06,Mid-Market,DE,Paid Search,0,0,0.0,,0,0
pricing_discount_v1,140,control,2024-01-06,Mid-Market,AU,Organic,0,0,0.0,,0,0
pricing_discount_v1,141,control,2024-01-06,SMB,IN,Referral,0,0,0.0,,0,0
pricing_discount_v1,142,control,2024-01-01,SMB,UK,Organic,0,0,0.0,,0,0
pricing_discount_v1,143,treatment,2024-01-05,Enterprise,UK,Direct,0,0,0.0,,0,0
pricing_discount_v1,144,control,2024-01-03,SMB,US,Referral,0,0,0.0,,0,0
pricing_discount_v1,145,control,2024-01-01,Mid-Market,DE,Social,0,0,0.0,,0,0
pricing_discount_v1,146,control,2024-01-04,Enterprise,US,Paid Search,1,1,299.0,299.0,0,0
pricing_discount_v1,147,control,2024-01-07,SMB,US,Organic,0,0,0.0,,0,0
pricing_discount_v1,148,treatment,2024-01-02,Mid-Market,DE,Organic,0,0,0.0,,0,0
pricing_discount_v1,149,control,2024-01-05,SMB,US,Paid Search,0,0,0.0,,0,0
pricing_discount_v1,150,control,2024-01-05,Mid-Market,US,Referral,0,0,0.0,,0,0
pricing_discount_v1,151,treatment,2024-01-07,SMB,US,Paid Search,0,0,0.0,,0,0
pricing_discount_v1,152,treatment,2024-01-04,Mid-Market,US,Organic,0,0,0.0,,0,0
pricing_discount_v1,153,control,2024-01-02,SMB,UK,Social,1,1,299.0,299.0,0,0
pricing_discount_v1,154,treatment,2024-01-01,SMB,US,Organic,0,0,0.0,,0,0
pricing_discount_v1,155,control,2024-01-04,SMB,US,Direct,0,0,0.0,,0,0
pricing_discount_v1,156,treatment,2024-01-03,SMB,US,Referral,0,0,0.0,,0,0
pricing_discount_v1,157,control,2024-01-03,Mid-Market,US,Social,0,0,0.0,,0,0
pricing_discount_v1,158,treatment,2024-01-07,Mid-Market,AU,Paid Search,0,0,0.0,,0,0
pricing_discount_v1,159,control,2024-01-07,Mid-Market,US,Referral,0,0,0.0,,0,0
pricing_discount_v1,160,treatment,2024-01-05,Mid-Market,US,Organic,0,0,0.0,,0,1
pricing_discount_v1,161,control,2024-01-05,Enterprise,DE,Social,0,0,0.0,,0,1
pricing_discount_v1,162,control,2024-01-03,SMB,US,Paid Search,1,1,99.0,99.0,0,0
pricing_discount_v1,163,control,2024-01-01,SMB,DE,Paid Search,0,0,0.0,,0,0
pricing_discount_v1,164,treatment,2024-01-02,SMB,US,Organic,0,0,0.0,,0,0
pricing_discount_v1,165,treatment,2024-01-02,SMB,AU,Paid Search,1,1,269.1,269.1,0,0
pricing_discount_v1,166,treatment,2024-01-07,SMB,AU,Direct,0,0,0.0,,0,1
pricing_discount_v1,167,treatment,2024-01-04,SMB,DE,Direct,0,0,0.0,,0,0
pricing_discount_v1,168,treatment,2024-01-01,SMB,IN,Social,0,0,0.0,,0,0
pricing_discount_v1,169,control,2024-01-02,Mid-Market,UK,Referral,0,0,0.0,,0,0
pricing_discount_v1,170,control,2024-01-06,Mid-Market,AU,Direct,0,0,0.0,,0,0
pricing_discount_v1,171,treatment,2024-01-03,SMB,UK,Referral,1,1,269.1,269.1,0,0
pricing_discount_v1,172,control,2024-01-07,Mid-Market,US,Social,0,0,0.0,,0,0
pricing_discount_v1,173,control,2024-01-06,SMB,US,Paid Search,0,0,0.0,,0,0
pricing_discount_v1,174,control,2024-01-05,Mid-Market,US,Direct,0,0,0.0,,0,0
pricing_discount_v1,175,treatment,2024-01-07,SMB,DE,Direct,0,0,0.0,,0,0
pricing_discount_v1,176,treatment,2024-01-04,SMB,US,Organic,0,0,0.0,,0,0
pricing_discount_v1,177,control,2024-01-05,SMB,DE,Social,0,0,0.0,,0,0
pricing_discount_v1,178,control,2024-01-05,SMB,US,Referral,0,0,0.0,,0,0
pricing_discount_v1,179,treatment,2024-01-02,SMB,IN,Referral,0,0,0.0,,0,0
pricing_discount_v1,180,treatment,2024-01-01,Mid-Market,DE,Direct,0,0,0.0,,0,0
pricing_discount_v1,181,control,2024-01-02,SMB,DE,Organic,0,0,0.0,,0,0
pricing_discount_v1,182,control,2024-01-04,Enterprise,DE,Organic,1,1,299.0,299.0,0,0
pricing_discount_v1,183,control,2024-01-01,Mid-Market,IN,Direct,0,0,0.0,,0,0
pricing_discount_v1,184,treatment,2024-01-03,SMB,US,Organic,0,0,0.0,,0,0
pricing_discount_v1,185,treatment,2024-01-02,Mid-Market,US,Referral,0,0,0.0,,0,1
pricing_discount_v1,186,control,2024-01-02,Mid-Market,IN,Paid Search,0,0,0.0,,0,0
pricing_discount_v1,187,control,2024-01-02,SMB,IN,Social,0,0,0.0,,0,0
pricing_discount_v1,188,control,2024-01-04,Mid-Market,UK,Paid Search,0,0,0.0,,0,1
pricing_discount_v1,189,treatment,2024-01-02,Enterprise,US,Direct,0,0,0.0,,0,0
pricing_discount_v1,190,treatment,2024-01-02,Mid-Market,US,Paid Search,0,0,0.0,,0,0
pricing_discount_v1,191,control,2024-01-07,Enterprise,US,Social,0,0,0.0,,0,0
pricing_discount_v1,192,control,2024-01-04,Mid-Market,AU,Referral,0,0,0.0,,0,0
pricing_discount_v1,193,control,2024-01-04,Mid-Market,US,Social,0,0,0.0,,0,0
pricing_discount_v1,194,treatment,2024-01-06,SMB,DE,Organic,0,0,0.0,,0,0
pricing_discount_v1,195,treatment,2024-01-02,SMB,IN,Direct,0,0,0.0,,0,1
pricing_discount_v1,196,treatment,2024-01-03,Mid-Market,US,Social,0,0,0.0,,0,0
pricing_discount_v1,197,control,2024-01-04,Enterprise,US,Organic,0,0,0.0,,0,0
pricing_discount_v1,198,treatment,2024-01-06,SMB,US,Organic,0,0,0.0,,0,0
pricing_discount_v1,199,treatment,2024-01-02,Mid-Market,DE,Organic,0,0,0.0,,0,0
pricing_discount_v1,200,control,2024-01-07,Mid-Market,US,Social,0,0,0.0,,0,0
pricing_discount_v1,201,treatment,2024-01-03,SMB,US,Paid Search,0,0,0.0,,0,0
pricing_discount_v1,202,treatment,2024-01-07,Mid-Market,US,Social,0,0,0.0,,0,0
pricing_discount_v1,203,treatment,2024-01-04,Enterprise,US,Organic,0,0,0.0,,0,0
pricing_discount_v1,204,control,2024-01-03,Mid-Market,US,Paid Search,0,0,0.0,,0,0
pricing_discount_v1,205,treatment,2024-01-05,SMB,US,Direct,0,0,0.0,,0,1
pricing_discount_v1,206,treatment,2024-01-03,Enterprise,US,Organic,0,0,0.0,,0,0
pricing_discount_v1,207,control,2024-01-02,SMB,IN,Referral,0,0,0.0,,0,0
pricing_discount_v1,208,control,2024-01-04,SMB,US,Social,1,1,299.0,299.0,0,0
pricing_discount_v1,209,control,2024-01-03,SMB,DE,Organic,0,0,0.0,,0,0
pricing_discount_v1,210,control,2024-01-07,SMB,DE,Direct,0,0,0.0,,0,0
pricing_discount_v1,211,control,2024-01-03,Mid-Market,IN,Social,0,0,0.0,,0,1
pricing_discount_v1,212,treatment,2024-01-03,SMB,US,Organic,1,1,44.1,44.1,0,0
pricing_discount_v1,213,control,2024-01-03,SMB,US,Direct,0,0,0.0,,0,0
pricing_discount_v1,214,control,2024-01-03,SMB,IN,Paid Search,0,0,0.0,,0,0
pricing_discount_v1,215,treatment,2024-01-05,SMB,IN,Organic,1,1,89.1,89.1,0,0
pricing_discount_v1,216,control,2024-01-03,Enterprise,US,Organic,0,0,0.0,,0,0
pricing_discount_v1,217,treatment,2024-01-04,Mid-Market,US,Paid Search,0,0,0.0,,0,0
pricing_discount_v1,218,control,2024-01-04,Mid-Market,IN,Paid Search,0,0,0.0,,0,0
pricing_discount_v1,219,treatment,2024-01-04,SMB,US,Paid Search,0,0,0.0,,0,1
pricing_discount_v1,220,control,2024-01-02,SMB,IN,Paid Search,0,0,0.0,,0,0
pricing_discount_v1,221,control,2024-01-01,Mid-Market,AU,Social,0,0,0.0,,0,0
pricing_discount_v1,222,control,2024-01-04,Enterprise,US,Paid Search,0,0,0.0,,0,1
pricing_discount_v1,223,treatment,2024-01-06,SMB,IN,Paid Search,0,0,0.0,,0,0
pricing_discount_v1,224,treatment,2024-01-03,SMB,UK,Referral,1,1,89.1,89.1,0,0
pricing_discount_v1,225,control,2024-01-04,SMB,IN,Direct,0,0,0.0,,0,0
pricing_discount_v1,226,treatment,2024-01-03,Mid-Market,UK,Direct,0,0,0.0,,0,0
pricing_discount_v1,227,treatment,2024-01-05,SMB,US,Social,0,0,0.0,,0,0
pricing_discount_v1,228,treatment,2024-01-03,Mid-Market,IN,Social,0,0,0.0,,0,0
pricing_discount_v1,229,control,2024-01-02,SMB,US,Referral,0,0,0.0,,0,0
pricing_discount_v1,230,treatment,2024-01-03,Mid-Market,AU,Paid Search,0,0,0.0,,0,0
pricing_discount_v1,231,treatment,2024-01-07,SMB,UK,Paid Search,0,0,0.0,,0,0
pricing_discount_v1,232,control,2024-01-01,SMB,US,Referral,0,0,0.0,,0,0
pricing_discount_v1,233,control,2024-01-04,SMB,US,Paid Search,0,0,0.0,,0,0
pricing_discount_v1,234,control,2024-01-05,SMB,IN,Organic,0,0,0.0,,0,0
pricing_discount_v1,235,treatment,2024-01-03,Mid-Market,US,Direct,0,0,0.0,,0,0
pricing_discount_v1,236,control,2024-01-06,SMB,IN,Organic,0,0,0.0,,0,0
pricing_discount_v1,237,control,2024-01-05,Enterprise,US,Referral,0,0,0.0,,0,0
pricing_discount_v1,238,control,2024-01-02,Enterprise,UK,Social,0,0,0.0,,0,0
pricing_discount_v1,239,treatment,2024-01-02,Mid-Market,IN,Referral,0,0,0.0,,0,0
pricing_discount_v1,240,control,2024-01-04,Enterprise,US,Direct,0,0,0.0,,0,0
pricing_discount_v1,241,control,2024-01-03,Mid-Market,US,Referral,0,0,0.0,,0,0
pricing_discount_v1,242,treatment,2024-01-07,SMB,AU,Organic,0,0,0.0,,0,0
pricing_discount_v1,243,control,2024-01-04,Mid-Market,DE,Paid Search,0,0,0.0,,0,0
pricing_discount_v1,244,control,2024-01-01,SMB,IN,Organic,1,1,99.0,99.0,0,0
pricing_discount_v1,245,control,2024-01-04,Mid-Market,IN,Direct,1,1,99.0,99.0,0,0
pricing_discount_v1,246,treatment,2024-01-07,SMB,UK,Social,0,0,0.0,,0,0
pricing_discount_v1,247,control,2024-01-04,Mid-Market,IN,Referral,0,0,0.0,,0,0
pricing_discount_v1,248,control,2024-01-06,Mid-Market,DE,Direct,0,0,0.0,,0,0
pricing_discount_v1,249,control,2024-01-06,SMB,DE,Referral,0,0,0.0,,0,1
pricing_discount_v1,250,treatment,2024-01-01,Mid-Market,US,Direct,0,0,0.0,,0,1
pricing_discount_v1,251,control,2024-01-04,Mid-Market,AU,Referral,0,0,0.0,,0,0
pricing_discount_v1,252,treatment,2024-01-02,SMB,IN,Organic,0,0,0.0,,0,0
pricing_discount_v1,253,treatment,2024-01-05,SMB,US,Paid Search,1,1,89.1,89.1,0,0
pricing_discount_v1,254,treatment,2024-01-03,SMB,DE,Organic,0,0,0.0,,0,1
pricing_discount_v1,255,treatment,2024-01-04,Mid-Market,US,Organic,0,0,0.0,,0,0
pricing_discount_v1,256,control,2024-01-01,SMB,DE,Referral,0,0,0.0,,0,0
pricing_discount_v1,257,control,2024-01-02,SMB,AU,Social,0,0,0.0,,0,0
pricing_discount_v1,258,control,2024-01-04,SMB,US,Direct,0,0,0.0,,0,1
pricing_discount_v1,259,control,2024-01-06,Mid-Market,AU,Organic,1,1,99.0,99.0,0,0
pricing_discount_v1,260,control,2024-01-07,Mid-Market,US,Social,0,0,0.0,,0,0
pricing_discount_v1,261,control,2024-01-07,Mid-Market,UK,Organic,0,0,0.0,,0,0
pricing_discount_v1,262,control,2024-01-01,Mid-Market,UK,Organic,0,0,0.0,,0,0
pricing_discount_v1,263,control,2024-01-02,Mid-Market,US,Organic,0,0,0.0,,0,0
pricing_discount_v1,264,treatment,2024-01-01,SMB,DE,Social,0,0,0.0,,0,0
pricing_discount_v1,265,control,2024-01-02,SMB,IN,Organic,0,0,0.0,,0,0
pricing_discount_v1,266,treatment,2024-01-05,SMB,US,Social,0,0,0.0,,0,0
pricing_discount_v1,267,treatment,2024-01-03,SMB,US,Organic,0,0,0.0,,0,0
pricing_discount_v1,268,treatment,2024-01-06,SMB,DE,Organic,0,0,0.0,,0,0
pricing_discount_v1,269,control,2024-01-01,Mid-Market,IN,Paid Search,0,0,0.0,,0,0
pricing_discount_v1,270,treatment,2024-01-05,Mid-Market,AU,Paid Search,0,0,0.0,,0,0
pricing_discount_v1,271,control,2024-01-04,SMB,US,Referral,0,0,0.0,,0,0
pricing_discount_v1,272,treatment,2024-01-01,SMB,AU,Organic,0,0,0.0,,0,1
pricing_discount_v1,273,treatment,2024-01-04,SMB,UK,Paid Search,1,1,269.1,269.1,0,1
pricing_discount_v1,274,treatment,2024-01-01,SMB,US,Social,0,0,0.0,,0,1
pricing_discount_v1,275,treatment,2024-01-04,SMB,AU,Social,1,1,89.1,89.1,0,0
pricing_discount_v1,276,control,2024-01-05,SMB,US,Paid Search,0,0,0.0,,0,0
pricing_discount_v1,277,control,2024-01-01,SMB,IN,Paid Search,0,0,0.0,,0,0
pricing_discount_v1,278,control,2024-01-03,SMB,IN,Referral,0,0,0.0,,0,0
pricing_discount_v1,279,treatment,2024-01-04,Mid-Market,UK,Referral,1,1,44.1,44.1,0,0
pricing_discount_v1,280,treatment,2024-01-07,SMB,DE,Paid Search,0,0,0.0,,0,0
pricing_discount_v1,281,control,2024-01-03,SMB,DE,Organic,0,0,0.0,,0,0
pricing_discount_v1,282,control,2024-01-04,SMB,US,Referral,0,0,0.0,,0,0
pricing_discount_v1,283,treatment,2024-01-05,SMB,IN,Social,0,0,0.0,,0,0
pricing_discount_v1,284,control,2024-01-06,Mid-Market,AU,Organic,0,0,0.0,,0,0
pricing_discount_v1,285,control,2024-01-02,SMB,UK,Direct,0,0,0.0,,0,0
pricing_discount_v1,286,treatment,2024-01-03,SMB,AU,Paid Search,0,0,0.0,,0,0
pricing_discount_v1,287,control,2024-01-06,Mid-Market,UK,Organic,0,0,0.0,,0,0
pricing_discount_v1,288,treatment,2024-01-03,SMB,UK,Referral,0,0,0.0,,0,0
pricing_discount_v1,289,control,2024-01-04,SMB,DE,Direct,0,0,0.0,,0,0
pricing_discount_v1,290,control,2024-01-04,Mid-Market,US,Organic,0,0,0.0,,0,0
pricing_discount_v1,291,control,2024-01-03,Enterprise,AU,Referral,0,0,0.0,,0,0
pricing_discount_v1,292,treatment,2024-01-06,SMB,IN,Direct,0,0,0.0,,0,0
pricing_discount_v1,293,treatment,2024-01-03,SMB,IN,Direct,0,0,0.0,,0,0
