user_id,signup_date,country,segment,channel
269,2023-11-23,IN,Mid-Market,Paid Search
270,2023-11-19,AU,Mid-Market,Paid Search
271,2023-12-20,US,SMB,Referral
272,2023-12-20,AU,SMB,Organic
273,2023-12-24,UK,SMB,Paid Search
274,2023-12-26,US,SMB,Social
275,2023-12-02,AU,SMB,Social
276,2023-12-02,US,SMB,Paid Search
277,2023-12-19,IN,SMB,Paid Search
278,2023-12-10,IN,SMB,Referral
279,2023-12-14,UK,Mid-Market,Referral
280,2023-12-19,DE,SMB,Paid Search
281,2023-12-25,DE,SMB,Organic
282,2023-11-22,US,SMB,Referral
283,2023-11-24,IN,SMB,Social
284,2023-11-07,AU,Mid-Market,Organic
285,2023-12-06,UK,SMB,Direct
286,2023-11-04,AU,SMB,Paid Search
287,2023-11-29,UK,Mid-Market,Organic
288,2023-12-04,UK,SMB,Referral
289,2023-11-19,DE,SMB,Direct
290,2023-12-07,US,Mid-Market,Organic
291,2023-11-03,AU,Enterprise,Referral
292,2023-11-04,IN,SMB,Direct
293,2023-12-21,IN,SMB,Direct
294,2023-11-23,DE,SMB,Social
295,2023-11-09,IN,SMB,Direct
296,2023-12-03,DE,SMB,Direct
297,2023-12-18,UK,Mid-Market,Organic
298,2023-11-14,AU,SMB,Organic
299,2023-12-09,UK,SMB,Direct
300,2023-11-07,UK,Mid-Market,Paid Search
301,2023-11-05,US,SMB,Referral
302,2023-12-03,AU,Mid-Market,Paid Search
303,2023-12-04,US,Mid-Market,Social
304,2023-12-10,US,SMB,Paid Search
305,2023-12-15,US,Mid-Market,Direct
306,2023-12-30,UK,Mid-Market,Social
307,2023-12-02,US,Mid-Market,Paid Search
308,2023-11-21,IN,SMB,Direct
309,2023-12-19,US,Mid-Market,Direct
310,2023-11-18,IN,Mid-Market,Organic
311,2023-11-28,US,SMB,Organic
312,2023-11-06,US,Mid-Market,Social
313,2023-11-03,IN,Enterprise,Referral
314,2023-12-29,US,Mid-Market,Direct
315,2023-12-22,US,Mid-Market,Direct
316,2023-12-13,AU,Mid-Market,Direct
317,2023-11-26,US,SMB,Social
318,2023-11-12,US,SMB,Paid Search
319,2023-11-11,US,SMB,Paid Search
320,2023-11-17,US,Enterprise,Direct
321,2023-12-04,US,Mid-Market,Referral
322,2023-12-14,IN,SMB,Referral
323,2023-12-11,US,SMB,Organic
324,2023-11-18,US,Mid-Market,Paid Search
325,2023-12-29,IN,SMB,Direct
326,2023-12-16,UK,Enterprise,Referral
327,2023-12-05,US,SMB,Paid Search
328,2023-12-08,DE,Mid-Market,Organic
329,2023-11-27,US,SMB,Direct
330,2023-11-16,UK,SMB,Social
331,2023-11-23,DE,SMB,Direct
332,2023-12-17,AU,Mid-Market,Direct
333,2023-11-02,US,SMB,Paid Search
334,2023-11-08,IN,SMB,Paid Search
335,2023-11-04,US,SMB,Paid Search
336,2023-11-04,UK,Mid-Market,Referral
337,2023-12-23,US,SMB,Organic
338,2023-12-14,UK,SMB,Paid Search
339,2023-11-30,UK,SMB,Organic
340,2023-11-07,AU,Mid-Market,Paid Search
341,2023-12-01,AU,Enterprise,Referral
342,2023-11-30,DE,Mid-Market,Organic
343,2023-11-12,US,Enterprise,Referral
344,2023-11-28,DE,Mid-Market,Social
345,2023-11-25,IN,SMB,Social
346,2023-12-08,US,Mid-Market,Referral
347,2023-12-10,UK,SMB,Organic
348,2023-11-04,US,SMB,Social
349,2023-11-24,US,SMB,Direct
350,2023-12-09,US,Mid-Market,Social
351,2023-12-02,AU,Mid-Market,Organic
352,2023-12-23,US,SMB,Organic
353,2023-12-11,US,Mid-Market,Organic
354,2023-11-11,AU,SMB,Paid Search
355,2023-11-06,UK,Enterprise,Direct
356,2023-12-10,IN,Enterprise,Paid Search
357,2023-11-03,US,Mid-Market,Social
358,2023-12-07,UK,Mid-Market,Social
359,2023-12-28,US,Enterprise,Paid Search
360,2023-12-06,UK,SMB,Organic
361,2023-11-25,DE,Mid-Market,Social
362,2023-12-10,UK,SMB,Referral
363,2023-11-29,UK,SMB,Social
364,2023-12-04,IN,SMB,Direct
365,2023-12-28,UK,Mid-Market,Social
366,2023-11-25,DE,SMB,Organic
367,2023-12-29,US,SMB,Referral
368,2023-12-26,IN,SMB,Paid Search
369,2023-11-13,US,SMB,Organic
370,2023-11-06,UK,Mid-Market,Direct
371,2023-11-08,US,SMB,Referral
372,2023-11-03,IN,Mid-Market,Social
373,2023-11-07,AU,SMB,Paid Search
374,2023-12-12,US,SMB,Direct
375,2023-11-06,IN,Mid-Market,Referral
376,2023-11-21,US,SMB,Referral
377,2023-12-22,US,Mid-Market,Organic
378,2023-11-03,IN,SMB,Organic
379,2023-12-20,US,Mid-Market,Organic
380,2023-11-18,US,SMB,Referral
381,2023-11-09,DE,SMB,Social
382,2023-12-13,IN,Enterprise,Referral
383,2023-12-09,US,SMB,Referral
384,2023-12-24,US,SMB,Paid Search
385,2023-12-16,US,SMB,Social
386,2023-12-20,US,SMB,Social
387,2023-11-18,US,SMB,Direct
388,2023-11-12,AU,Mid-Market,Referral
389,2023-12-17,US,SMB,Organic
390,2023-12-20,DE,SMB,Social
391,2023-12-31,AU,SMB,Referral
392,2023-11-26,DE,SMB,Direct
393,2023-11-24,US,SMB,Organic
394,2023-12-18,DE,SMB,Social
395,2023-11-22,AU,SMB,Direct
396,2023-12-27,US,Mid-Market,Referral
397,2023-12-23,US,SMB,Organic
398,2023-11-27,US,SMB,Social
399,2023-12-17,UK,SMB,Organic
400,2023-12-17,US,SMB,Social
401,2023-11-08,IN,SMB,Social
402,2023-12-26,DE,Mid-Market,Paid Search
403,2023-12-02,UK,Mid-Market,Social
404,2023-12-21,IN,Mid-Market,Social
405,2023-11-21,US,SMB,Paid Search
406,2023-12-25,IN,SMB,Social
407,2023-11-25,DE,Enterprise,Paid Search
408,2023-11-02,DE,Mid-Market,Direct
409,2023-12-26,US,Enterprise,Social
410,2023-11-07,DE,SMB,Organic
411,2023-11-21,UK,Mid-Market,Social
412,2023-12-29,UK,SMB,Paid Search
413,2023-12-29,US,Mid-Market,Direct
414,2023-12-06,US,SMB,Direct
415,2023-12-09,UK,SMB,Referral
416,2023-11-28,UK,Enterprise,Direct
417,2023-11-19,UK,SMB,Organic
418,2023-11-21,DE,Mid-Market,Paid Search
419,2023-12-12,US,SMB,Paid Search
420,2023-12-17,US,SMB,Direct
421,2023-12-19,UK,SMB,Direct
422,2023-12-19,DE,SMB,Organic
423,2023-11-07,DE,Mid-Market,Direct
424,2023-12-01,IN,SMB,Organic
425,2023-11-05,IN,SMB,Organic
426,2023-12-04,US,Mid-Market,Paid Search
427,2023-11-28,DE,SMB,Referral
428,2023-12-25,UK,SMB,Social
429,2023-11-23,US,Mid-Market,Organic
430,2023-11-09,AU,SMB,Referral
431,2023-11-10,UK,Mid-Market,Direct
432,2023-12-17,IN,SMB,Referral
433,2023-12-09,AU,Enterprise,Paid Search
434,2023-11-08,US,Enterprise,Referral
435,2023-11-07,US,Mid-Market,Social
436,2023-12-14,US,SMB,Direct
437,2023-11-06,US,Mid-Market,Social
438,2023-12-21,US,Mid-Market,Direct
439,2023-12-14,AU,SMB,Direct
440,2023-11-06,AU,SMB,Social
441,2023-11-07,DE,SMB,Referral
442,2023-12-31,IN,SMB,Paid Search
443,2023-11-24,US,SMB,Social
444,2023-11-24,DE,Mid-Market,Paid Search
445,2023-12-20,US,SMB,Direct
446,2023-12-28,US,SMB,Referral
447,2023-12-31,US,Mid-Market,Referral
448,2023-12-17,DE,SMB,Referral
449,2023-11-24,US,Mid-Market,Direct
450,2023-11-07,US,Enterprise,Paid Search
451,2023-12-18,DE,Mid-Market,Referral
452,2023-12-05,DE,SMB,Referral
453,2023-11-27,US,Enterprise,Direct
454,2023-12-26,US,SMB,Referral
455,2023-11-08,IN,SMB,Referral
456,2023-12-01,US,SMB,Direct
457,2023-11-02,IN,SMB,Referral
458,2023-11-30,US,SMB,Organic
459,2023-11-05,DE,Mid-Market,Paid Search
460,2023-11-09,DE,SMB,Referral
461,2023-11-09,IN,SMB,Paid Search
462,2023-12-10,US,Mid-Market,Organic
463,2023-12-16,US,SMB,Referral
464,2023-12-07,IN,Mid-Market,Organic
465,2023-12-29,UK,Mid-Market,Paid Search
466,2023-11-24,IN,SMB,Direct
467,2023-11-19,IN,SMB,Paid Search
468,2023-12-24,UK,SMB,Social
469,2023-11-15,AU,SMB,Direct
470,2023-12-29,UK,SMB,Referral
471,2023-11-02,DE,SMB,Social
472,2023-12-30,DE,Mid-Market,Organic
473,2023-11-04,UK,SMB,Organic
474,2023-12-25,DE,SMB,Social
475,2023-12-03,IN,Mid-Market,Referral
476,2023-12-31,DE,SMB,Referral
477,2023-11-06,UK,SMB,Social
478,2023-12-05,DE,SMB,Paid Search
479,2023-12-30,US,SMB,Social
480,2023-12-03,US,Mid-Market,Direct
481,2023-12-09,US,SMB,Direct
482,2023-12-13,UK,SMB,Social
483,2023-11-29,IN,Enterprise,Paid Search
484,2023-12-09,DE,SMB,Direct
485,2023-12-07,AU,Enterprise,Referral
486,2023-12-26,US,Mid-Market,Direct
487,2023-11-04,IN,Enterprise,Referral
488,2023-11-18,US,Mid-Market,Direct
489,2023-12-29,US,Enterprise,Social
490,2023-12-25,IN,SMB,Direct
491,2023-11-29,US,Mid-Market,Direct
492,2023-12-09,US,SMB,Paid Search
493,2023-11-18,US,Enterprise,Social
494,2023-11-13,IN,SMB,Paid Search
495,2023-11-29,DE,Mid-Market,Organic
496,2023-11-23,US,SMB,Social
497,2023-12-07,US,Mid-Market,Direct
498,2023-11-06,US,SMB,Organic
499,2023-12-30,US,Enterprise,Referral
500,2023-12-31,IN,Mid-Market,Social
501,2023-12-13,AU,Enterprise,Social
502,2023-12-04,AU,SMB,Direct
503,2023-11-20,IN,SMB,Social
504,2023-12-20,IN,SMB,Direct
505,2023-12-13,IN,SMB,Direct
506,2023-11-11,AU,SMB,Social
507,2023-12-26,IN,SMB,Social
508,2023-12-21,UK,Mid-Market,Referral
509,2023-12-28,US,SMB,Direct
510,2023-12-15,DE,SMB,Paid Search
511,2023-12-08,DE,Mid-Market,Referral
512,2023-11-27,DE,SMB,Referral
513,2023-12-27,IN,SMB,Paid Search
514,2023-12-23,DE,SMB,Social
515,2023-11-04,US,Mid-Market,Social
516,2023-11-03,US,Mid-Market,Direct
517,2023-11-24,IN,Mid-Market,Social
518,2023-12-20,DE,Enterprise,Paid Search
519,2023-12-31,US,SMB,Referral
520,2023-11-11,IN,SMB,Referral
521,2023-12-07,US,Mid-Market,Organic
522,2023-11-24,UK,Enterprise,Social
523,2023-12-30,US,Mid-Market,Paid Search
524,2023-12-22,IN,SMB,Social
525,2023-12-22,IN,SMB,Social
526,2023-11-30,UK,SMB,Direct
527,2023-11-26,AU,SMB,Organic
528,2023-11-18,AU,SMB,Social
529,2023-11-05,IN,SMB,Organic
530,2023-12-23,IN,Mid-Market,Paid Search
531,2023-12-20,IN,Mid-Market,Paid Search
532,2023-12-31,DE,Mid-Market,Referral
533,2023-12-31,UK,SMB,Paid Search
534,2023-12-05,US,SMB,Referral
535,2023-12-18,US,Mid-Market,Social
536,2023-12-28,IN,SMB,Paid Search
537,2023-12-22,US,SMB,Paid Search
538,2023-11-16,UK,SMB,Paid Search
539,2023-11-29,US,Mid-Market,Direct
540,2023-11-09,UK,Mid-Market,Paid Search
541,2023-12-29,US,Mid-Market,Organic
542,2023-12-08,IN,SMB,Referral
543,2023-11-15,AU,SMB,Social
544,2023-12-12,AU,Enterprise,Direct
545,2023-12-09,DE,Mid-Market,Paid Search
546,2023-11-23,AU,Mid-Market,Referral
547,2023-11-08,UK,Mid-Market,Direct
548,2023-12-12,UK,Enterprise,Social
549,2023-12-03,US,SMB,Paid Search
550,2023-12-18,IN,SMB,Direct
551,2023-12-03,US,SMB,Referral
552,2023-12-23,DE,Enterprise,Paid Search
553,2023-12-05,IN,SMB,Social
554,2023-12-05,DE,SMB,Direct
555,2023-12-24,US,Mid-Market,Referral
556,2023-11-26,DE,Enterprise,Referral
557,2023-11-10,IN,SMB,Direct
558,2023-11-03,US,Mid-Market,Referral
559,2023-12-17,IN,Enterprise,Social
560,2023-12-09,IN,SMB,Direct
561,2023-12-14,AU,SMB,Organic
562,2023-11-14,UK,SMB,Social
563,2023-11-10,US,Mid-Market,Referral
564,2023-11-02,UK,SMB,Social
565,2023-11-23,DE,Mid-Market,Organic
566,2023-12-07,IN,SMB,Paid Search
567,2023-11-25,AU,Mid-Market,Direct
568,2023-11-28,AU,Mid-Market,Direct
569,2023-12-26,DE,Mid-Market,Organic
570,2023-11-22,DE,SMB,Organic
571,2023-12-02,US,Mid-Market,Paid Search
572,2023-12-19,US,SMB,Referral
573,2023-11-25,AU,Mid-Market,Referral
574,2023-12-09,DE,SMB,Organic
575,2023-12-23,UK,Mid-Market,Referral
576,2023-12-28,US,SMB,Social
577,2023-11-10,US,SMB,Direct
578,2023-12-27,DE,SMB,Social
579,2023-12-01,IN,SMB,Referral
580,2023-11-17,US,SMB,Referral
581,2023-11-29,US,Mid-Market,Referral
582,2023-12-30,DE,SMB,Referral
583,2023-12-01,US,SMB,Paid Search
584,2023-11-21,US,SMB,Social
585,2023-12-10,US,SMB,Organic
586,2023-11-16,UK,Mid-Market,Direct
587,2023-11-06,DE,SMB,Social
588,2023-11-09,AU,SMB,Organic
589,2023-11-09,UK,SMB,Direct
590,2023-11-11,DE,SMB,Referral
591,2023-11-10,US,SMB,Organic
592,2023-12-10,IN,SMB,Social
593,2023-11-12,DE,SMB,Direct
594,2023-11-22,US,SMB,Paid Search
595,2023-12-25,DE,Mid-Market,Organic
596,2023-11-30,US,Mid-Market,Organic
597,2023-12-12,DE,Mid-Market,Referral
598,2023-11-12,DE,Mid-Market,Direct
599,2023-11-13,DE,SMB,Organic
600,2023-11-04,AU,SMB,Paid Search
601,2023-11-12,AU,SMB,Direct
602,2023-11-18,IN,SMB,Social
603,2023-11-12,IN,SMB,Social
604,2023-11-07,US,Enterprise,Paid Search
605,2023-11-09,US,Mid-Market,Direct
606,2023-11-29,US,SMB,Referral
607,2023-11-14,US,SMB,Paid Search
608,2023-11-23,US,SMB,Paid Search
609,2023-12-02,IN,SMB,Direct
610,2023-12-13,UK,SMB,Organic
611,2023-11-04,DE,Mid-Market,Paid Search
612,2023-12-19,US,SMB,Social
613,2023-12-09,DE,SMB,Referral
614,2023-11-06,IN,SMB,Social
615,2023-12-24,US,SMB,Social
616,2023-12-27,AU,SMB,Paid Search
617,2023-11-05,US,SMB,Referral
618,2023-11-18,AU,SMB,Social
619,2023-12-20,US,SMB,Organic
620,2023-12-16,UK,SMB,Referral
621,2023-11-13,AU,SMB,Direct
622,2023-11-14,DE,SMB,Paid Search
623,2023-11-24,DE,SMB,Social
624,2023-12-01,DE,SMB,Organic
625,2023-12-09,US,Mid-Market,Referral
626,2023-11-24,US,SMB,Paid Search
627,2023-11-29,US,SMB,Paid Search
628,2023-12-16,US,SMB,Organic
629,2023-11-04,AU,SMB,Organic
630,2023-11-17,IN,Mid-Market,Organic
631,2023-12-14,US,Enterprise,Direct
632,2023-12-25,IN,SMB,Paid Search
633,2023-12-02,US,Mid-Market,Direct
634,2023-12-03,US,Mid-Market,Social
635,2023-11-08,IN,Mid-Market,Direct
636,2023-11-28,US,SMB,Social
637,2023-12-03,US,Mid-Market,Direct
638,2023-11-16,IN,SMB,Direct
639,2023-11-18,AU,Enterprise,Organic
640,2023-11-24,DE,Mid-Market,Paid Search
641,2023-11-03,US,SMB,Referral
642,2023-11-21,US,Mid-Market,Organic
643,2023-11-14,DE,Enterprise,Referral
644,2023-11-21,IN,SMB,Direct
645,2023-11-09,IN,SMB,Organic
646,2023-12-25,AU,Enterprise,Paid Search
647,2023-12-07,IN,SMB,Referral
648,2023-12-12,DE,Mid-Market,Referral
649,2023-12-19,UK,SMB,Direct
650,2023-12-01,DE,SMB,Organic
651,2023-11-07,DE,SMB,Direct
652,2023-12-04,US,Mid-Market,Referral
653,2023-12-07,UK,SMB,Referral
654,2023-12-16,US,SMB,Organic
655,2023-11-27,IN,Mid-Market,Direct
656,2023-11-09,US,SMB,Paid Search
657,2023-11-19,IN,Enterprise,Social
658,2023-11-23,US,SMB,Organic
659,2023-12-10,IN,Mid-Market,Organic
660,2023-12-06,US,SMB,Social
661,2023-11-23,IN,SMB,Organic
662,2023-12-31,US,Mid-Market,Paid Search
663,2023-12-08,UK,SMB,Paid Search
664,2023-11-16,US,SMB,Paid Search
665,2023-11-08,UK,SMB,Organic
666,2023-11-11,IN,SMB,Paid Search
